#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_024204745.1.fna	NZ_CP093178.1	125	859	+	erm(C)_13	1-735/735	===============	0/0	100	100	resfinder	M13761	erm(C)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_022405515.1.fna	NZ_CP062385.1	10168	11055	+	blaZ_79	1-888/888	===============	0/0	100	99.1	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_002000765.1.fna	NZ_CP014429.1	39127	41133	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_002000765.1.fna	NZ_CP014429.1	1608535	1609032	+	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_002000765.1.fna	NZ_CP014431.1	1861	2655	+	aph(3')-III_1	1-795/795	===============	0/0	100	100	resfinder	M26832	aph(3')-III	Amikacin
fasta_files/GCF_002000765.1.fna	NZ_CP014431.1	8049	8936	+	blaZ_79	1-888/888	===============	0/0	100	99.89	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_002000765.1.fna	NZ_CP014431.1	19912	20811	-	mph(C)_2	1-900/900	===============	0/0	100	100	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin
fasta_files/GCF_002000765.1.fna	NZ_CP014431.1	20910	22376	-	msr(A)_1	1-1467/1467	===============	0/0	100	98.98	resfinder	X52085	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_050881735.1.fna	NZ_CP170681.1	40296	41066	-	aadD_1	1-771/771	===============	0/0	100	99.87	resfinder	AF181950	aadD	Amikacin;Tobramycin
fasta_files/GCF_050881735.1.fna	NZ_CP170681.1	43512	45518	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_050881735.1.fna	NZ_CP170681.1	488374	490293	-	tet(M)_7	1-1920/1920	===============	0/0	100	100	resfinder	FN433596	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_050881735.1.fna	NZ_CP170681.1	959441	960172	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_050881735.1.fna	NZ_CP170681.1	960298	961080	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_050881735.1.fna	NZ_CP170681.1	1845488	1846219	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_050881735.1.fna	NZ_CP170681.1	1846345	1847127	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_050881735.1.fna	NZ_CP170681.1	1871559	1872998	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_050881735.1.fna	NZ_CP170682.1	20712	21599	-	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_026547185.1.fna	NZ_CP096540.1	47591	49597	-	mecA_8	1-2007/2007	===============	0/0	100	99.9	resfinder	NC_007168	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_026547185.1.fna	NZ_CP096540.1	61581	62960	+	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
fasta_files/GCF_026547185.1.fna	NZ_CP096540.1	856640	857137	-	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_026547185.1.fna	NZ_CP096540.1	1038306	1040225	-	tet(M)_13	1-1920/1920	===============	0/0	100	100	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_026547185.1.fna	NZ_CP096540.1	1835076	1836503	+	fexA_1	1-1428/1428	===============	0/0	100	99.72	resfinder	AJ549214	fexA	Chloramphenicol;Florfenicol
fasta_files/GCF_026547185.1.fna	NZ_CP096540.1	2126519	2127416	+	blaZ_29	3-900/900	===============	0/0	99.78	99.11	resfinder	JDXN01000019	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_026547185.1.fna	NZ_CP096540.1	2190174	2190944	+	aadD_1	1-771/771	===============	0/0	100	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin
fasta_files/GCF_026547185.1.fna	NZ_CP096540.1	2194335	2195138	-	lnu(B)_2	1-804/804	===============	0/0	100	100	resfinder	JQ861959	lnu(B)	Lincomycin;Clindamycin
fasta_files/GCF_026547185.1.fna	NZ_CP096540.1	2195192	2196676	-	lsa(E)_1	1-1485/1485	===============	0/0	100	100	resfinder	JX560992	lsa(E)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin
fasta_files/GCF_026547185.1.fna	NZ_CP096540.1	2200255	2201118	-	ant(6)-Ia_2	1-864/864	===============	0/0	100	100	resfinder	KF421157	ant(6)-Ia	Streptomycin
fasta_files/GCF_026547185.1.fna	NZ_CP096541.1	4891	5940	-	cfr_1	1-1050/1050	===============	0/0	100	100	resfinder	AM408573	cfr	Chloramphenicol;Florfenicol;Clindamycin;Lincomycin;Linezolid;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin
fasta_files/GCF_026547185.1.fna	NZ_CP096541.1	8196	9572	+	tet(L)_2	1-1377/1377	===============	0/0	100	100	resfinder	M29725	tet(L)	Doxycycline;Tetracycline
fasta_files/GCF_026547185.1.fna	NZ_CP096541.1	10508	11270	+	erm(B)_18	1-762/762	========/======	1-Jan	100	99.61	resfinder	X66468	erm(B)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_041518565.1.fna	NZ_CP167934.1	39080	41086	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_041518565.1.fna	NZ_CP167936.1	1138	2517	+	tet(K)_1	1-1380/1380	===============	0/0	100	99.93	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_009911855.1.fna	NZ_CP047818.1	9095	9994	-	blaZ_29	1-900/900	===============	0/0	100	100	resfinder	JDXN01000019	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_030014065.1.fna	NZ_CP118830.1	39200	41206	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_030014065.1.fna	NZ_CP118831.1	1	846	+	blaZ_7	1-846/846	===============	0/0	100	100	resfinder	AP004832	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_900324215.1.fna	NZ_LT992464.1	896733	897515	+	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_900324215.1.fna	NZ_LT992464.1	897641	898372	-	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_900324215.1.fna	NZ_LT992464.1	901781	903355	+	vga(E)_1	1-1575/1575	===============	0/0	100	100	resfinder	FR772051	vga(E)	Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin
fasta_files/GCF_900324215.1.fna	NZ_LT992464.1	1653091	1655010	+	tet(M)_13	1-1920/1920	===============	0/0	100	100	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_900324215.1.fna	NZ_LT992464.1	2610588	2611475	+	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_900324215.1.fna	NZ_LT992464.1	2614217	2614714	-	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_900324215.1.fna	NZ_LT992464.1	2624586	2625965	-	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
fasta_files/GCF_900324215.1.fna	NZ_LT992464.1	2637948	2639954	+	mecA_8	1-2007/2007	===============	0/0	100	100	resfinder	NC_007168	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_000016805.1.fna	NC_009477.1	11771	12650	+	blaZ_79	9-888/888	===============	0/0	99.1	99.32	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_000016805.1.fna	NC_009477.1	23272	24711	+	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_000016805.1.fna	NC_009487.1	38743	40749	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_000016805.1.fna	NC_009487.1	49676	50407	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_000016805.1.fna	NC_009487.1	50533	51315	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_000016805.1.fna	NC_009487.1	1810620	1811351	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_000016805.1.fna	NC_009487.1	1811477	1812259	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_002952715.2.fna	NZ_CP025031.1	866051	867430	-	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
fasta_files/GCF_002952715.2.fna	NZ_CP025031.1	879415	881421	+	mecA_8	1-2007/2007	===============	0/0	100	100	resfinder	NC_007168	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_002952715.2.fna	NZ_CP025031.1	978231	979670	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_002952715.2.fna	NZ_CP025031.1	990355	991242	+	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_002952715.2.fna	NZ_CP025033.1	15083	15982	-	mph(C)_2	1-900/900	===============	0/0	100	100	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin
fasta_files/GCF_002952715.2.fna	NZ_CP025033.1	16081	17547	-	msr(A)_1	1-1467/1467	===============	0/0	100	99.05	resfinder	X52085	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_039519245.1.fna	NZ_CP154367.1	47555	48403	-	str_1	1-849/849	===============	0/0	100	100	resfinder	X92946	str	Streptomycin
fasta_files/GCF_039519245.1.fna	NZ_CP154367.1	67980	68879	-	mph(C)_2	1-900/900	===============	0/0	100	99.89	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin
fasta_files/GCF_039519245.1.fna	NZ_CP154367.1	69221	70687	-	msr(A)_1	1-1467/1467	===============	0/0	100	99.25	resfinder	X52085	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_039519245.1.fna	NZ_CP154371.1	1	1380	+	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_018075265.1.fna	NZ_CP073012.1	1467384	1468187	-	lnu(B)_2	1-804/804	===============	0/0	100	100	resfinder	JQ861959	lnu(B)	Lincomycin;Clindamycin
fasta_files/GCF_018075265.1.fna	NZ_CP073012.1	1468241	1469725	-	lsa(E)_1	1-1485/1485	===============	0/0	100	100	resfinder	JX560992	lsa(E)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin
fasta_files/GCF_018075265.1.fna	NZ_CP073012.1	1473304	1474167	-	ant(6)-Ia_2	1-864/864	===============	0/0	100	100	resfinder	KF421157	ant(6)-Ia	Streptomycin
fasta_files/GCF_018075265.1.fna	NZ_CP073012.1	1476740	1478116	+	tet(L)_2	1-1377/1377	===============	0/0	100	100	resfinder	M29725	tet(L)	Doxycycline;Tetracycline
fasta_files/GCF_018075265.1.fna	NZ_CP073012.1	1480821	1481555	-	erm(C)_13	1-735/735	===============	0/0	100	100	resfinder	M13761	erm(C)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_018075265.1.fna	NZ_CP073012.1	1484847	1486286	+	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_018075265.1.fna	NZ_CP073012.1	1489167	1490054	-	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_018075265.1.fna	NZ_CP073012.1	2000609	2001106	-	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_018075265.1.fna	NZ_CP073012.1	2375052	2375938	-	blaZ_138	1-888/888	========/======	1-Jan	99.89	99.66	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_018075265.1.fna	NZ_CP073012.1	2679416	2680843	-	fexA_1	1-1428/1428	===============	0/0	100	99.86	resfinder	AJ549214	fexA	Chloramphenicol;Florfenicol
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_037414495.1.fna	NZ_CP147872.1	40799	41569	-	aadD_1	1-771/771	===============	0/0	100	99.87	resfinder	AF181950	aadD	Amikacin;Tobramycin
fasta_files/GCF_037414495.1.fna	NZ_CP147872.1	44015	46021	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_037414495.1.fna	NZ_CP147872.1	54986	55717	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_037414495.1.fna	NZ_CP147872.1	55843	56625	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_037414495.1.fna	NZ_CP147872.1	1684872	1685603	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_037414495.1.fna	NZ_CP147872.1	1685729	1686511	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_037414495.1.fna	NZ_CP147873.1	11733	12632	+	blaZ_29	1-900/900	===============	0/0	100	98.56	resfinder	JDXN01000019	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_037414495.1.fna	NZ_CP147873.1	21970	22869	-	mph(C)_2	1-900/900	===============	0/0	100	100	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin
fasta_files/GCF_037414495.1.fna	NZ_CP147873.1	22968	24434	-	msr(A)_1	1-1467/1467	===============	0/0	100	98.98	resfinder	X52085	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_050780045.1.fna	NZ_CP192811.1	1380250	1380747	-	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_050780045.1.fna	NZ_CP192811.1	2744844	2745341	+	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_050780045.1.fna	NZ_CP192812.1	13307	14194	+	blaZ_79	1-888/888	===============	0/0	100	99.21	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_034028795.1.fna	NZ_CP120094.1	14376	15263	-	blaZ_79	1-888/888	===============	0/0	100	99.21	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_006364775.1.fna	NZ_CP041010.1	58073	59992	-	tet(M)_7	1-1920/1920	===============	0/0	100	100	resfinder	FN433596	tet(M)	Doxycycline;Tetracycline;Minocycline
fasta_files/GCF_006364775.1.fna	NZ_CP041010.1	1396306	1397037	+	erm(A)_1	1-732/732	===============	0/0	100	100	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_006364775.1.fna	NZ_CP041010.1	1397163	1397945	-	ant(9)-Ia_1	1-783/783	===============	0/0	100	100	resfinder	X02588	ant(9)-Ia	
fasta_files/GCF_006364775.1.fna	NZ_CP041010.1	1420856	1422295	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100	100	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin
fasta_files/GCF_006364775.1.fna	NZ_CP041010.1	2572998	2573768	-	aadD_1	1-771/771	===============	0/0	100	99.87	resfinder	AF181950	aadD	Amikacin;Tobramycin
fasta_files/GCF_006364775.1.fna	NZ_CP041010.1	2576214	2578220	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_002000685.1.fna	NZ_CP014415.1	39127	41133	-	mecA_6	1-2007/2007	===============	0/0	100	100	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
fasta_files/GCF_002000685.1.fna	NZ_CP014415.1	1608535	1609032	+	dfrG_1	1-498/498	===============	0/0	100	100	resfinder	AB205645	dfrG	Trimethoprim
fasta_files/GCF_002000685.1.fna	NZ_CP014416.1	1861	2655	+	aph(3')-III_1	1-795/795	===============	0/0	100	100	resfinder	M26832	aph(3')-III	Amikacin
fasta_files/GCF_002000685.1.fna	NZ_CP014416.1	8049	8936	+	blaZ_79	1-888/888	===============	0/0	100	99.89	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
fasta_files/GCF_002000685.1.fna	NZ_CP014416.1	19942	20841	-	mph(C)_2	1-900/900	===============	0/0	100	100	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin
fasta_files/GCF_002000685.1.fna	NZ_CP014416.1	20940	22406	-	msr(A)_1	1-1467/1467	===============	0/0	100	98.98	resfinder	X52085	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
fasta_files/GCF_002000685.1.fna	NZ_CP014417.1	1234	1968	+	erm(C)_13	1-735/735	===============	0/0	100	99.86	resfinder	M13761	erm(C)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_030717545.1.fna	NZ_CP132025.1	1639	2124	-	lnu(A)_1	1-486/486	===============	0/0	100	99.18	resfinder	M14039	lnu(A)	Lincomycin
fasta_files/GCF_030717545.1.fna	NZ_CP132025.1	3636	4406	+	aadD_1	1-771/771	===============	0/0	100	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin
fasta_files/GCF_030717545.1.fna	NZ_CP132025.1	6587	7966	+	tet(K)_1	1-1380/1380	===============	0/0	100	100	resfinder	U38656	tet(K)	Doxycycline;Tetracycline
fasta_files/GCF_030717545.1.fna	NZ_CP132025.1	17367	18254	+	blaZ_79	1-888/888	===============	0/0	100	99.1	resfinder	KU607584	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_000245495.1.fna	NC_016912.1	1230037	1230687	+	cat(pC194)_1	1-651/651	===============	0/0	100	100	resfinder	NC_002013	cat(pC194)	Chloramphenicol
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
fasta_files/GCF_036670105.1.fna	NZ_CP138666.1	233887	234774	-	blaZ_78	1-888/888	===============	0/0	100	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin
